date,min,max,median,q1,q3,stdev,count
2024-01-12T00:00:00.000Z,0.2,8.38,0.63,0.4,1.1,0.805,589
2024-01-13T00:00:00.000Z,0.7,11.88,1.6,1.12,3.09,2.626,589
2024-01-14T00:00:00.000Z,0.8,10.07,1.5,1.23,2.4,2.11,583
2024-01-15T00:00:00.000Z,0.75,3.53,1.38,1.08,2.15,0.656,585
2024-01-16T00:00:00.000Z,2.1,19.39,3.5,2.93,5.13,2.253,575
2024-01-17T00:00:00.000Z,1.08,18.02,2.52,2.12,3.03,1.477,585
2024-01-18T00:00:00.000Z,0.88,14.23,1.73,1.4,2.35,0.856,592
2024-01-19T00:00:00.000Z,2.83,77.93,5.3,3.9,34.13,17.966,582
2024-01-20T00:00:00.000Z,4.38,25.47,7.96,6.6,12.1,4.127,592
2024-01-21T00:00:00.000Z,0.6,13.43,3.08,2.45,5.52,3.056,589
2024-01-22T00:00:00.000Z,0.7,10.35,3.75,2.5,4.82,1.926,588
2024-01-23T00:00:00.000Z,0.1,6.07,2.54,0.7,3.63,1.488,582
2024-01-24T00:00:00.000Z,0.4,18.77,2.13,1.08,5.19,4.029,573
2024-01-25T00:00:00.000Z,0.65,5.28,1.3,1,1.9,0.677,591
2024-01-26T00:00:00.000Z,0.28,13.23,1.88,0.9,4.93,2.914,591
2024-01-27T00:00:00.000Z,0.6,30.25,2.27,1.6,3.9,2.177,590
2024-01-28T00:00:00.000Z,1.23,5.65,2.42,2.02,2.72,0.584,592
2024-01-29T00:00:00.000Z,1.1,21.38,4.09,1.92,9.3,4.951,591
2024-01-30T00:00:00.000Z,6.5,44.8,17.23,13.93,21.3,5.786,591
2024-01-31T00:00:00.000Z,0.6,46.92,2,1.5,17.46,10.693,593
2024-02-01T00:00:00.000Z,0.4,3.97,1.17,0.8,1.55,0.534,567
2024-02-02T00:00:00.000Z,0.6,17.55,1.9,1.38,2.52,1.396,543
2024-02-03T00:00:00.000Z,0.5,2.8,1.02,0.85,1.4,0.388,580
2024-02-04T00:00:00.000Z,0.4,4.72,0.9,0.7,1.25,0.54,574
2024-02-05T00:00:00.000Z,0.5,17.85,1,0.8,2.08,1.433,590
2024-02-06T00:00:00.000Z,1.2,5.3,1.92,1.6,2.6,0.912,588
2024-02-07T00:00:00.000Z,1.42,9.68,2.47,2.04,3,1.233,585
2024-02-08T00:00:00.000Z,1.17,13.23,2.82,2.04,3.92,1.347,562
2024-02-09T00:00:00.000Z,1.4,48.58,2.97,2.5,3.65,3.296,583
2024-02-10T00:00:00.000Z,1.63,15.25,4.43,3.2,4.95,1.263,582
2024-02-11T00:00:00.000Z,2.9,22,7.72,5.82,9.86,3.946,588
2024-02-12T00:00:00.000Z,5.13,20.65,11.73,9.48,14.27,3.499,587
2024-02-13T00:00:00.000Z,2.08,78.56,7.22,4.57,8.43,4.187,586
2024-02-14T00:00:00.000Z,2.1,84.93,12.69,6.97,16.64,8.258,590
2024-02-15T00:00:00.000Z,4.25,54.85,22.83,17.64,30.85,9.15,574
2024-02-16T00:00:00.000Z,0.63,79.81,7.35,1.75,20.02,11.649,587
2024-02-17T00:00:00.000Z,0.1,28.65,0.5,0.3,0.9,3.218,586
2024-02-18T00:00:00.000Z,0.2,2.8,0.8,0.63,0.98,0.294,591
2024-02-19T00:00:00.000Z,0.5,25.83,10.18,7.99,12.3,4.695,593
2024-02-20T00:00:00.000Z,1.5,27.05,8.8,3.8,13.75,5.891,592
2024-02-21T00:00:00.000Z,2.8,25.52,9.05,6.3,12.59,4.373,589
2024-02-22T00:00:00.000Z,1,32.08,7.13,4.43,14.94,7.032,589
2024-02-23T00:00:00.000Z,0.52,36.33,1.6,1.2,17.2,10.311,591
2024-02-24T00:00:00.000Z,0.85,15.88,1.98,1.5,6.6,3.456,587
2024-02-25T00:00:00.000Z,2.02,45.42,6,3.85,10.27,6.954,590
2024-02-26T00:00:00.000Z,11.23,49.75,22.38,17.92,27.8,7.057,567
2024-02-27T00:00:00.000Z,6.47,68.15,12.98,10.07,17.23,6.658,589
2024-02-28T00:00:00.000Z,1.55,36.9,3.08,2.4,4.22,2.235,591
2024-02-29T00:00:00.000Z,2.1,15.07,5.92,4.88,8.69,3.073,588
2024-03-01T00:00:00.000Z,10.98,48.22,22.31,18.85,28.17,6.666,528
2024-03-02T00:00:00.000Z,11.8,37.03,16.75,14.5,27.83,6.928,587
2024-03-03T00:00:00.000Z,9.85,26.67,12.8,11.69,15.29,3.528,589
2024-03-04T00:00:00.000Z,8.38,55.72,18.17,13.87,22.64,9.467,581
2024-03-05T00:00:00.000Z,2.02,22.08,6.45,4.09,12.96,5.812,584
2024-03-06T00:00:00.000Z,1.8,15.77,4.13,2.54,6.44,3.048,580
2024-03-07T00:00:00.000Z,1,47.45,3.96,1.92,5.75,3.166,570
2024-03-08T00:00:00.000Z,1,7.5,2.7,2.13,3.67,1.018,582
2024-03-09T00:00:00.000Z,1.3,6.55,2.97,2.29,3.72,1.078,579
2024-03-10T00:00:00.000Z,1.05,3.05,1.85,1.6,2.13,0.368,584
2024-03-11T00:00:00.000Z,1.38,9.05,3,2,4.15,1.225,564
2024-03-12T00:00:00.000Z,2,7.68,3.71,2.9,4.9,1.282,578
2024-03-13T00:00:00.000Z,3.8,19.8,6.82,5.55,11.6,3.726,584
2024-03-14T00:00:00.000Z,0.4,38,16.63,1.6,30.55,13.676,583
2024-03-15T00:00:00.000Z,0.47,66.45,16.63,3.65,25.83,11.976,583
2024-03-16T00:00:00.000Z,0.2,38.29,6.76,0.5,22.88,12.139,588
2024-03-17T00:00:00.000Z,0.3,5.03,0.77,0.6,1.08,0.493,571
2024-03-18T00:00:00.000Z,0.3,6.82,1,0.67,1.4,0.969,589
2024-03-19T00:00:00.000Z,0.4,24.08,2.1,0.8,2.92,1.851,588
2024-03-20T00:00:00.000Z,3.13,52.63,11.93,5.63,23.8,10.688,587
2024-03-21T00:00:00.000Z,2.33,42.92,7.65,4.78,19.1,8.834,590
2024-03-22T00:00:00.000Z,0.7,22.15,5.78,3.9,7.24,2.769,509
2024-03-23T00:00:00.000Z,1.1,14.52,3.1,2.4,3.65,1.373,542
2024-03-24T00:00:00.000Z,0.6,6.63,2.15,1.83,2.5,0.654,577
2024-03-25T00:00:00.000Z,0.82,6.4,1.8,1.48,2.33,0.834,591
2024-03-26T00:00:00.000Z,1.6,21.63,4.4,3.4,12.48,5.623,590
2024-03-27T00:00:00.000Z,7.1,22.58,11.8,8.9,16.16,4.035,589
2024-03-28T00:00:00.000Z,2.8,44.13,9.82,4.15,19.3,8.517,583
2024-03-29T00:00:00.000Z,0.88,67.72,13.44,4.46,36.51,18.127,372
2024-03-30T00:00:00.000Z,0.8,7.13,2.15,1.52,2.8,1.125,583
2024-03-31T00:00:00.000Z,0.5,13.88,3.65,1.6,6.14,3.099,592
2024-04-01T00:00:00.000Z,0.5,13.45,2.59,1.3,8.69,4.08,536
2024-04-02T00:00:00.000Z,1.55,5.93,2.8,2.29,3.5,0.812,586
2024-04-03T00:00:00.000Z,0.88,8.1,1.48,1.25,1.75,0.484,586
2024-04-04T00:00:00.000Z,0.56,6.15,1.33,0.98,1.67,0.871,584
2024-04-05T00:00:00.000Z,0.6,49.6,6.93,2.8,14.35,9.387,581
2024-04-06T00:00:00.000Z,1.2,10.25,2.6,2.13,3.5,1.471,590
2024-04-07T00:00:00.000Z,0.35,248.38,3.25,2.1,6.78,11.35,591
2024-04-08T00:00:00.000Z,0.6,5.5,1.91,1.25,2.7,0.925,588
2024-04-09T00:00:00.000Z,0.7,7.55,2.25,1.5,3.2,1.392,579
2024-04-10T00:00:00.000Z,0.1,8.63,1.65,0.9,2.4,1.887,580
2024-04-11T00:00:00.000Z,0.3,5.9,2.17,1.8,2.75,1.148,565
2024-04-12T00:00:00.000Z,1.14,6.25,4.01,3.33,4.75,1.06,570
2024-04-13T00:00:00.000Z,0.1,31.88,1,0.6,1.75,1.872,591
2024-04-14T00:00:00.000Z,0,4.09,0.8,0.2,1.63,1.01,589
2024-04-15T00:00:00.000Z,0.1,2.6,0.32,0.2,0.6,0.477,591
2024-04-16T00:00:00.000Z,0.3,4.25,0.9,0.68,1.6,0.643,592
2024-04-17T00:00:00.000Z,0.2,3.15,1.17,0.5,1.75,0.716,581
2024-04-18T00:00:00.000Z,1.1,7.1,2.33,1.77,3.03,0.855,592
2024-04-19T00:00:00.000Z,1.12,7.3,2.04,1.7,2.9,1.628,586
2024-04-20T00:00:00.000Z,0.52,4.4,1.5,1.1,1.84,0.476,561
2024-04-21T00:00:00.000Z,0.93,3,1.8,1.6,2.08,0.33,591
2024-04-22T00:00:00.000Z,1.12,4.32,2.12,1.77,2.45,0.495,586
2024-04-23T00:00:00.000Z,0.9,4.93,2.35,1.4,3.3,0.982,583
2024-04-24T00:00:00.000Z,0.7,14.7,3.9,1.6,5.56,3.537,589
2024-04-25T00:00:00.000Z,0.3,12.4,5.32,1.95,8.6,3.445,590
2024-04-26T00:00:00.000Z,0.3,12.8,3.9,1.08,6.35,2.8,571
2024-04-27T00:00:00.000Z,2.08,20.73,6.34,4.34,8.65,3.627,590
2024-04-28T00:00:00.000Z,0.73,16.32,4.05,1.99,8.16,3.579,589
2024-04-29T00:00:00.000Z,0.35,16.57,2.9,1.1,3.88,1.64,591
2024-04-30T00:00:00.000Z,0.3,15.02,1.2,0.75,2.74,3.831,592
2024-05-01T00:00:00.000Z,0.2,16.77,0.6,0.5,2.17,4.776,560
2024-05-02T00:00:00.000Z,0.2,1.77,0.5,0.4,0.73,0.235,591
2024-05-03T00:00:00.000Z,0.45,2.65,0.9,0.77,1.14,0.413,589
2024-05-04T00:00:00.000Z,0.25,11.07,1,0.6,2.4,1.03,375
2024-05-05T00:00:00.000Z,0.2,4.97,1.48,0.93,2.54,1.117,473
2024-05-06T00:00:00.000Z,0.2,2.1,1.05,0.8,1.45,0.422,591
2024-05-07T00:00:00.000Z,0.55,2.8,1.2,0.9,1.67,0.514,590
2024-05-08T00:00:00.000Z,0.63,4.4,2.4,1.6,3.08,0.885,589
2024-05-09T00:00:00.000Z,1.52,22.17,4.46,2.71,9.69,5.228,592
2024-05-10T00:00:00.000Z,0.1,28.08,0.9,0.5,1.27,3.991,590
2024-05-11T00:00:00.000Z,0.3,22.05,1,0.73,1.5,1.332,590
2024-05-12T00:00:00.000Z,0.13,22.35,0.9,0.56,1.42,1.152,590
2024-05-13T00:00:00.000Z,0.35,2.38,0.93,0.7,1.48,0.453,588
2024-05-14T00:00:00.000Z,0.3,2.25,0.8,0.68,1.25,0.424,593
2024-05-15T00:00:00.000Z,0.2,2.17,0.73,0.6,0.95,0.328,589
2024-05-16T00:00:00.000Z,0.56,5.07,1.7,1.38,2.08,0.767,584
2024-05-17T00:00:00.000Z,1.4,6.38,2.45,2.1,3.79,1.135,589
2024-05-18T00:00:00.000Z,0.7,23.23,2.34,1.7,5.05,3.656,592
2024-05-19T00:00:00.000Z,0.4,12.18,1.7,1.42,2.22,1.11,590
2024-05-20T00:00:00.000Z,0,1.38,0.32,0.21,0.47,0.172,592
2024-05-21T00:00:00.000Z,0.1,1.58,0.4,0.3,0.5,0.178,592
2024-05-22T00:00:00.000Z,0.38,1.7,0.7,0.6,0.8,0.174,593
2024-05-23T00:00:00.000Z,0.75,5.82,1.4,1.14,2.2,0.964,592
2024-05-24T00:00:00.000Z,1.17,17.48,4,2.57,5.64,2.339,592
2024-05-25T00:00:00.000Z,1.35,24.17,3.35,2.29,7.3,4.035,591
2024-05-26T00:00:00.000Z,0.77,20.88,2.63,1.3,10.9,5.937,593
2024-05-27T00:00:00.000Z,1.38,6.5,2.8,2.04,4.28,1.333,590
2024-05-28T00:00:00.000Z,0.9,7.47,3.25,2.29,4.65,1.514,581
2024-05-29T00:00:00.000Z,0.5,9.19,3.32,1.27,4.37,1.765,592
2024-05-30T00:00:00.000Z,0.32,12.68,1.2,0.82,2.15,2.725,590
2024-05-31T00:00:00.000Z,1.6,5.32,3.35,2.7,3.92,0.79,592
2024-06-01T00:00:00.000Z,1.55,14.2,3.53,2.35,4.38,1.34,565
2024-06-02T00:00:00.000Z,1.25,12.32,2.88,2.38,3.49,0.885,592
2024-06-03T00:00:00.000Z,0.95,44.22,2.47,1.95,3.63,2.036,589
2024-06-04T00:00:00.000Z,0.4,4.38,1.26,0.8,2.04,0.806,586
2024-06-05T00:00:00.000Z,0.2,6.35,1.4,1.05,3.1,1.57,590
2024-06-06T00:00:00.000Z,1,11.65,2,1.7,2.33,0.786,587
2024-06-07T00:00:00.000Z,0.6,5.22,1.55,1.2,2,0.63,592
2024-06-08T00:00:00.000Z,0.93,16.64,2,1.66,6.21,3.598,592
2024-06-09T00:00:00.000Z,0.3,11.57,1.1,0.85,1.63,1.636,591
2024-06-10T00:00:00.000Z,0.1,3.47,0.77,0.4,1.6,0.711,590
2024-06-11T00:00:00.000Z,0.2,5.18,1.14,0.7,1.74,0.934,589
2024-06-12T00:00:00.000Z,0.1,19.98,0.63,0.34,1.9,3.018,589
2024-06-13T00:00:00.000Z,0.2,27.7,0.93,0.6,2.8,3.582,591
2024-06-14T00:00:00.000Z,0.5,6.97,1,0.82,1.3,0.941,590
2024-06-15T00:00:00.000Z,0.55,21.67,1.08,0.88,2.14,3.112,520
2024-06-16T00:00:00.000Z,0.38,22.9,1.3,0.8,5.47,4.617,591
2024-06-17T00:00:00.000Z,0.1,24.48,0.75,0.4,4.72,5.123,590
2024-06-18T00:00:00.000Z,0.45,8.73,2.04,1.1,3.22,1.635,586
2024-06-19T00:00:00.000Z,0,4.13,0.75,0.5,1.57,0.913,588
2024-06-20T00:00:00.000Z,0.2,5.45,0.9,0.62,1.42,0.645,588
2024-06-21T00:00:00.000Z,0.3,4.72,1,0.7,2.35,1.215,586
2024-06-22T00:00:00.000Z,0.1,3.28,0.6,0.4,1.2,0.792,582
2024-06-23T00:00:00.000Z,0.3,125.07,0.7,0.56,0.88,5.177,584
2024-06-24T00:00:00.000Z,0.4,6.55,1,0.8,1.34,0.485,588
2024-06-25T00:00:00.000Z,0.28,2.52,0.8,0.55,1.12,0.522,591
2024-06-26T00:00:00.000Z,0.7,2.15,1.25,1.12,1.38,0.199,591
2024-06-27T00:00:00.000Z,0.52,3.03,1.27,0.98,1.65,0.422,587
2024-06-28T00:00:00.000Z,1.3,8.35,2.94,2,4.32,1.396,570
2024-06-29T00:00:00.000Z,0.43,4.7,1,0.8,1.45,0.714,592
2024-06-30T00:00:00.000Z,0.5,5.72,1.7,1.25,3.1,1.106,591
2024-07-01T00:00:00.000Z,0.2,2.6,0.9,0.73,1.12,0.372,577
2024-07-02T00:00:00.000Z,0.3,8.63,0.95,0.7,1.14,0.429,589
2024-07-03T00:00:00.000Z,0.5,4.3,1.2,1,1.58,0.525,590
2024-07-04T00:00:00.000Z,0.1,6.13,1.1,0.79,1.9,1.048,592
2024-07-05T00:00:00.000Z,0.2,2.33,1,0.77,1.4,0.433,587
2024-07-06T00:00:00.000Z,0.56,8.27,1.33,1.08,3.09,1.386,592
2024-07-07T00:00:00.000Z,0.4,121.93,0.98,0.73,1.5,5.447,594
2024-07-08T00:00:00.000Z,0.2,1.88,0.8,0.6,0.98,0.252,591
2024-07-09T00:00:00.000Z,0.2,1.77,0.55,0.4,0.8,0.29,589
2024-07-10T00:00:00.000Z,0.1,5.6,0.7,0.4,1.1,0.795,590
2024-07-11T00:00:00.000Z,0.85,14.48,2.4,1.4,4.5,1.937,587
2024-07-12T00:00:00.000Z,0.45,363.08,1.2,0.9,1.8,18.763,591
2024-07-13T00:00:00.000Z,0.2,5.2,1.5,0.8,2.85,1.206,593
2024-07-14T00:00:00.000Z,0.08,7.2,0.88,0.4,1.85,1.356,591
2024-07-15T00:00:00.000Z,0.3,2.38,0.9,0.7,1.14,0.327,585
2024-07-16T00:00:00.000Z,0.3,8.48,1.17,0.8,2.2,1.536,591
2024-07-17T00:00:00.000Z,0,9.63,1.3,0.5,5.7,2.846,590
2024-07-18T00:00:00.000Z,0,3.13,0.4,0.2,1.5,0.814,591
2024-07-19T00:00:00.000Z,0,2.92,0.4,0.3,1.12,0.684,584
2024-07-20T00:00:00.000Z,0.3,3.6,1.37,0.9,1.92,0.761,590
2024-07-21T00:00:00.000Z,2.5,10.65,5.2,4.26,7.38,1.89,589
2024-07-22T00:00:00.000Z,3,8.88,6.1,4.38,6.94,1.441,588
2024-07-23T00:00:00.000Z,1,27.73,4.28,2.2,10.03,6.005,589
2024-07-24T00:00:00.000Z,0.56,4.78,1.33,0.9,2.29,0.888,590
2024-07-25T00:00:00.000Z,0.4,29.02,1.9,1,3.46,3.767,592
2024-07-26T00:00:00.000Z,0.28,4.03,1.1,0.7,2.04,0.841,589
2024-07-27T00:00:00.000Z,0.7,6.25,2.65,1.83,3.22,0.927,592
2024-07-28T00:00:00.000Z,0.3,6.03,1.2,0.8,1.63,0.684,591
2024-07-29T00:00:00.000Z,0.1,2,0.4,0.3,0.6,0.285,591
2024-07-30T00:00:00.000Z,0.17,15.93,1.1,0.5,1.45,0.881,562
2024-07-31T00:00:00.000Z,1.08,5.09,2.2,1.73,3,0.732,558
2024-08-01T00:00:00.000Z,0.38,4.75,0.7,0.6,0.9,0.58,563
2024-08-02T00:00:00.000Z,0.52,5.7,1.98,1.14,2.6,1.029,574
2024-08-03T00:00:00.000Z,0.6,6.1,2.9,1.6,3.8,1.311,574
2024-08-04T00:00:00.000Z,2.5,11.55,4.78,4.01,6.51,1.872,545
2024-08-05T00:00:00.000Z,3.03,17.27,7.93,5.15,9.75,2.876,559
2024-08-06T00:00:00.000Z,1.65,38,6,4.44,10.27,5.348,556
2024-08-07T00:00:00.000Z,1.1,16.5,3.4,2.16,5.73,3.012,549
2024-08-08T00:00:00.000Z,0.5,10.8,2.95,2.22,5.03,2.118,562
2024-08-09T00:00:00.000Z,0.7,9.05,2.35,1.47,3.71,1.599,537
2024-08-10T00:00:00.000Z,0.6,18.73,1.6,1.3,1.98,1.079,552
2024-08-11T00:00:00.000Z,0,15.8,0.3,0.1,1.14,1.328,579
2024-08-12T00:00:00.000Z,0,0.43,0.1,0.05,0.1,0.066,559
2024-08-13T00:00:00.000Z,0.1,1.08,0.22,0.2,0.3,0.116,553
2024-08-14T00:00:00.000Z,0,1.14,0.3,0.2,0.4,0.178,535
2024-08-15T00:00:00.000Z,0.4,5.55,0.95,0.8,1.67,1.142,493
2024-08-16T00:00:00.000Z,0.3,4.88,1.63,0.9,3.58,1.334,454
2024-08-17T00:00:00.000Z,0.5,3,1.2,1,1.38,0.296,543
2024-08-18T00:00:00.000Z,1.02,23,1.7,1.5,1.9,1.012,541
2024-08-19T00:00:00.000Z,0.8,4.09,1.99,1.42,2.54,0.715,546
2024-08-20T00:00:00.000Z,1.1,5.18,3.2,1.73,3.92,1.13,539
2024-08-21T00:00:00.000Z,3.6,20.1,5.68,5,8.61,2.892,541
2024-08-22T00:00:00.000Z,0.65,5.88,1.7,1.2,2.22,0.89,551
2024-08-23T00:00:00.000Z,0.56,10.25,3.1,2.66,4.25,1.845,557
2024-08-24T00:00:00.000Z,0.6,8.6,1.98,1.5,2.58,0.991,560
2024-08-25T00:00:00.000Z,0.3,14.88,3.83,2.72,5.13,1.895,562
2024-08-26T00:00:00.000Z,1.85,11.85,3.59,3,7.35,2.419,558
2024-08-27T00:00:00.000Z,2.95,12.3,7.45,5.37,9,2.312,549
2024-08-28T00:00:00.000Z,2.78,10.4,4.67,3.5,8.52,2.489,550
2024-08-29T00:00:00.000Z,4.68,43.33,11.6,7,19.1,7.202,551
2024-08-30T00:00:00.000Z,1.83,49.63,6.25,3.46,24.17,12.45,557
2024-08-31T00:00:00.000Z,1.1,13.15,3.88,1.73,9.6,3.898,554
2024-09-01T00:00:00.000Z,0.77,11.93,2.6,1.2,6.94,3.06,553
2024-09-02T00:00:00.000Z,3.4,5.25,4.38,4.05,4.78,0.489,34
2024-10-01T00:00:00.000Z,0.38,2.78,0.9,0.68,1.3,0.492,195
2024-10-02T00:00:00.000Z,0.1,1.8,0.56,0.4,0.9,0.34,567
2024-10-03T00:00:00.000Z,0.3,8.94,2.5,1.4,5,2.265,560
2024-10-04T00:00:00.000Z,0,11.32,2,0.7,3.75,2.293,572
2024-10-05T00:00:00.000Z,0.4,8.65,1.4,0.9,2.08,0.908,576
2024-10-06T00:00:00.000Z,0.32,7.05,1.88,0.87,2.64,1.321,561
2024-10-07T00:00:00.000Z,0.35,29.63,3.35,0.92,4.9,2.401,569
2024-10-08T00:00:00.000Z,0.7,17.52,5.78,4.07,11.47,4.397,564
2024-10-09T00:00:00.000Z,0.3,26.42,4.95,2.83,8.52,4.56,564
2024-10-10T00:00:00.000Z,0.08,26.13,3.65,1.8,5.9,5.14,570
2024-10-11T00:00:00.000Z,0.1,30.08,0.7,0.4,1.52,1.878,571
2024-10-12T00:00:00.000Z,0.28,7.6,1.42,1,1.95,1.361,581
2024-10-13T00:00:00.000Z,0.68,21.5,1.6,1.38,2.13,1.695,570
2024-10-14T00:00:00.000Z,0.5,27.85,1.9,1.42,2.65,3.166,567
2024-10-15T00:00:00.000Z,0.1,10.73,0.7,0.5,2.17,1.3,546
2024-10-16T00:00:00.000Z,0.1,65.93,1.12,0.76,2.09,5.933,585
2024-10-17T00:00:00.000Z,0.6,2.97,1.73,1.42,2,0.448,561
2024-10-18T00:00:00.000Z,2.15,15.9,4.95,4.18,8.85,3.13,574
2024-10-19T00:00:00.000Z,2.2,30.48,4.37,3.15,7.23,3.077,572
2024-10-20T00:00:00.000Z,3.1,33.63,11.24,7.59,19.67,7.292,576
2024-10-21T00:00:00.000Z,2.38,17.48,3.88,3.25,13.32,5.1,579
2024-10-22T00:00:00.000Z,1.63,5.38,3.58,2.74,4.2,0.876,565
2024-10-23T00:00:00.000Z,0.8,4.05,1.67,1.33,2.74,0.783,580
2024-10-24T00:00:00.000Z,0.63,5.97,2.24,1.5,3.1,0.953,560
2024-10-25T00:00:00.000Z,1.1,19.5,3.78,2.6,7.13,3.583,521
2024-10-26T00:00:00.000Z,3.92,34.54,9.35,7.31,12.44,5.353,560
2024-10-27T00:00:00.000Z,0.3,39.7,15.2,2.52,25.35,11.37,555
2024-10-28T00:00:00.000Z,0.52,5.35,2.2,1.76,3.28,0.964,548
2024-10-29T00:00:00.000Z,0,3.78,0.8,0.6,1.1,0.476,568
2024-10-30T00:00:00.000Z,0.1,3.8,0.6,0.4,0.75,0.433,559
2024-10-31T00:00:00.000Z,0.5,5.09,2.04,1.33,3.21,1.039,565
2024-11-01T00:00:00.000Z,0,3.13,0.5,0.25,2.1,0.965,542
2024-11-02T00:00:00.000Z,0.17,6.7,0.5,0.4,0.7,0.652,533
2024-11-03T00:00:00.000Z,0.03,5.8,0.5,0.2,0.73,0.676,530
2024-11-04T00:00:00.000Z,0,3.8,0.4,0.3,0.55,0.287,484
2024-11-05T00:00:00.000Z,0.4,3.5,1,0.8,1.48,0.508,400
2024-11-06T00:00:00.000Z,0.3,9.75,1.77,0.93,3.38,2.06,391
2024-11-07T00:00:00.000Z,0.2,7.72,0.7,0.47,1.91,1.175,501
2024-11-08T00:00:00.000Z,0.2,9.65,1.92,0.77,3.6,2.348,435
2024-11-09T00:00:00.000Z,1.6,16.5,5.38,3.08,7.35,3.05,382
2024-11-10T00:00:00.000Z,0.4,10.25,1.8,1.08,3.8,2.342,362
2024-11-11T00:00:00.000Z,1.8,23.3,4.73,3.35,10.15,4.714,427
2024-11-12T00:00:00.000Z,0.3,78.78,1.1,0.6,3.07,6.073,276
2024-11-13T00:00:00.000Z,0.47,12.77,1.84,1.1,4.82,2.582,362
2024-11-14T00:00:00.000Z,0.68,13.55,1.95,1.63,2.33,1.129,343
2024-11-15T00:00:00.000Z,1,3.28,1.75,1.52,2.02,0.352,515
2024-11-16T00:00:00.000Z,0.1,9.8,1.5,0.47,2.13,1.004,539
2024-11-17T00:00:00.000Z,0,5.09,0.9,0.31,2.04,0.886,549
2024-11-18T00:00:00.000Z,0.22,16.14,1.02,0.75,2.54,1.814,501
2024-11-19T00:00:00.000Z,0.98,5.63,2.33,1.88,2.85,0.715,450
2024-11-20T00:00:00.000Z,0.4,2.27,1.04,0.9,1.3,0.307,426
2024-11-21T00:00:00.000Z,0.2,9.65,1.5,1.1,1.85,0.892,419
2024-11-22T00:00:00.000Z,0.85,11.8,1.8,1.5,2.5,1.724,422
2024-11-23T00:00:00.000Z,0.47,5.3,1.7,1.35,2.29,0.812,330
2024-11-24T00:00:00.000Z,0.7,22.08,2.75,2.02,4.34,4.687,420
2024-11-25T00:00:00.000Z,1.77,10.8,2.97,2.54,3.47,1.462,439
2024-11-26T00:00:00.000Z,1.75,23.9,3.05,2.6,3.7,1.866,584
2024-11-27T00:00:00.000Z,0.13,5.8,1.77,1.27,2.08,0.703,581
2024-11-28T00:00:00.000Z,0.4,12.45,1.45,1.1,2.4,1.228,591
2024-11-29T00:00:00.000Z,0.5,6.75,1.65,1.08,2.42,1.036,590
2024-11-30T00:00:00.000Z,0.7,10.18,1.85,1.42,4.55,2.129,591
2024-12-01T00:00:00.000Z,1.52,31.38,4.25,2.92,6.49,2.566,500
2024-12-02T00:00:00.000Z,0.3,19.3,11.93,9.52,14.4,3.415,587
2024-12-03T00:00:00.000Z,0.1,9.23,1,0.5,2.38,1.566,590
2024-12-04T00:00:00.000Z,1.3,33.17,4.13,2.38,6.37,3.438,589
2024-12-05T00:00:00.000Z,1.83,17.77,4.69,3.41,7.34,3.123,592
2024-12-06T00:00:00.000Z,1.9,22.45,9.02,5.54,11.49,4.094,588
2024-12-07T00:00:00.000Z,4.15,21.63,9.02,7.17,12.22,4.167,589
2024-12-08T00:00:00.000Z,10.3,54.28,15.45,13.95,18.22,3.368,585
2024-12-09T00:00:00.000Z,0.9,14.25,1.77,1.4,3.1,2.172,585
2024-12-10T00:00:00.000Z,1.33,11.85,2.2,1.92,2.67,0.781,551
2024-12-11T00:00:00.000Z,0.95,16.95,2.17,1.75,2.85,1.61,575
2024-12-12T00:00:00.000Z,0.9,79.56,1.85,1.48,6.04,7.455,581
2024-12-13T00:00:00.000Z,0.95,46.38,4.45,1.98,6.45,4.195,547
2024-12-14T00:00:00.000Z,0.1,13.18,1.8,0.6,6.57,3.444,518
2024-12-15T00:00:00.000Z,0.1,50.4,1.3,0.5,2.22,2.999,592
2024-12-16T00:00:00.000Z,0,2.7,0.63,0.2,1.3,0.64,501
2024-12-17T00:00:00.000Z,0.2,6.25,0.65,0.47,1.01,0.623,525
2024-12-18T00:00:00.000Z,0.35,20.17,1.42,1,5.63,4.949,541
2024-12-19T00:00:00.000Z,0.5,4.84,2.5,2.1,3.25,0.85,234
2024-12-20T00:00:00.000Z,0.4,7.38,1.5,0.98,1.92,0.717,443
2024-12-21T00:00:00.000Z,0.3,23.55,1.92,1.3,3.92,4.197,515
2024-12-22T00:00:00.000Z,0.8,103.5,3.13,2.1,6.73,8.082,593
2024-12-23T00:00:00.000Z,2.29,105.95,8.38,4.82,23.77,14.684,578
2024-12-24T00:00:00.000Z,0.73,53.1,3.93,1.8,10.6,6.313,550
2024-12-25T00:00:00.000Z,0.2,5.78,1.3,0.95,1.67,0.637,591
2024-12-26T00:00:00.000Z,0.1,4.7,1.1,0.6,1.5,0.888,591
2024-12-27T00:00:00.000Z,0.1,12.23,1.07,0.5,2.35,1.861,590
2024-12-28T00:00:00.000Z,0.43,16.85,3.84,1.8,5.68,2.629,590
2024-12-29T00:00:00.000Z,0,4.45,0.4,0.2,1.15,0.845,489
2024-12-30T00:00:00.000Z,0,6.07,1.12,0.2,1.88,1.172,255
2024-12-31T00:00:00.000Z,0.7,19.75,1.35,1.1,4.94,2.718,405
2025-01-01T00:00:00.000Z,0.7,7.1,1.38,1.1,2.5,1.135,563
